datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-13 09:00:00,0.53,0.1,240.24,2.2,0.0,0.57,0.0
2007-02-13 10:00:00,0.5,0.06,238.81,2.1,0.0,0.0,0.0
2007-02-13 11:00:00,0.58,0.1,240.31,2.43,0.0,0.65,0.0
2007-02-13 12:00:00,0.53,0.09,242.87,2.22,0.0,0.0,0.0
2007-02-13 13:00:00,0.32,0.06,243.82,1.35,0.0,0.0,0.0
2007-02-13 14:00:00,0.77,0.12,245.3,3.14,0.0,0.63,0.0
2007-02-13 15:00:00,0.44,0.08,243.23,1.84,0.0,0.0,0.0
2007-02-13 16:00:00,1.24,0.09,241.28,5.16,0.0,0.52,13.65
2007-02-13 17:00:00,1.5,0.07,239.52,6.19,0.0,0.12,17.58
2007-02-13 18:00:00,2.25,0.06,236.63,9.45,0.0,0.0,17.17
2007-02-13 19:00:00,2.46,0.21,235.26,10.54,0.0,9.68,7.33
2007-02-13 20:00:00,1.44,0.06,238.05,6.1,0.0,0.08,3.52
2007-02-13 21:00:00,3.55,0.13,237.17,15.03,0.0,30.53,9.22
2007-02-13 22:00:00,0.87,0.15,242.38,3.66,0.0,1.7,0.23
2007-02-13 23:00:00,1.23,0.06,244.1,5.01,0.0,0.63,15.48
2007-02-14 00:00:00,0.35,0.17,244.59,1.58,0.0,1.03,0.0
2007-02-14 01:00:00,0.28,0.07,243.11,1.24,0.0,0.18,0.0
2007-02-14 02:00:00,0.29,0.08,244.3,1.29,0.0,0.17,0.0
2007-02-14 03:00:00,0.32,0.13,242.66,1.48,0.0,0.97,0.0
2007-02-14 04:00:00,0.29,0.07,241.26,1.26,0.0,0.17,0.0
2007-02-14 05:00:00,0.29,0.09,241.36,1.29,0.0,0.32,0.0
2007-02-14 06:00:00,1.64,0.11,243.79,6.83,0.0,0.52,10.32
2007-02-14 07:00:00,2.72,0.1,238.34,11.37,0.3,0.0,17.42
2007-02-14 08:00:00,2.55,0.13,237.9,10.72,9.32,0.53,17.35
2007-02-14 09:00:00,1.91,0.09,238.53,7.97,9.35,0.17,17.45
2007-02-14 10:00:00,1.33,0.05,239.28,5.46,0.0,0.0,17.55
2007-02-14 11:00:00,1.91,0.29,241.3,8.01,0.0,2.97,17.83
2007-02-14 12:00:00,3.45,0.3,241.39,14.43,16.33,3.27,17.85
2007-02-14 13:00:00,2.49,0.15,241.18,10.33,1.85,0.0,17.82
2007-02-14 14:00:00,2.43,0.15,242.82,9.96,0.0,0.78,18.07
2007-02-14 15:00:00,4.36,0.13,239.93,18.2,0.0,31.62,17.63
2007-02-14 16:00:00,2.18,0.21,240.72,9.25,0.0,17.75,1.55
2007-02-14 17:00:00,0.98,0.11,240.75,4.07,0.0,0.37,0.0
2007-02-14 18:00:00,2.42,0.13,234.78,10.27,0.0,0.12,0.0
2007-02-14 19:00:00,2.33,0.31,235.55,10.0,0.0,1.15,0.0
2007-02-14 20:00:00,1.82,0.11,235.78,7.81,0.37,0.0,6.48
2007-02-14 21:00:00,3.4,0.07,233.99,14.52,8.52,0.0,15.67
2007-02-14 22:00:00,1.59,0.18,241.9,6.74,8.88,0.72,0.0
2007-02-14 23:00:00,0.34,0.13,243.78,1.52,0.0,0.43,0.0
2007-02-15 00:00:00,0.42,0.07,241.27,1.78,0.0,0.0,0.0
2007-02-15 01:00:00,0.4,0.08,240.83,1.74,0.0,0.0,0.0
2007-02-15 02:00:00,0.36,0.17,243.54,1.66,0.0,1.07,0.0
2007-02-15 03:00:00,0.31,0.08,243.49,1.41,0.0,0.0,0.0
2007-02-15 04:00:00,0.29,0.05,241.69,1.28,0.0,0.0,0.0
2007-02-15 05:00:00,1.07,0.13,241.09,4.48,0.0,0.62,11.87
2007-02-15 06:00:00,1.69,0.09,242.31,7.05,0.0,0.4,10.32
2007-02-15 07:00:00,2.33,0.09,238.91,9.72,0.0,0.0,17.5
2007-02-15 08:00:00,1.45,0.08,239.1,6.0,0.0,0.0,17.53
2007-02-15 09:00:00,1.43,0.16,240.08,5.97,0.0,1.0,17.67
2007-02-15 10:00:00,1.37,0.07,239.54,5.65,0.0,0.0,17.58
2007-02-15 11:00:00,1.38,0.08,240.34,5.7,0.0,0.0,17.7
2007-02-15 12:00:00,1.42,0.13,240.96,5.86,0.0,0.62,17.8
2007-02-15 13:00:00,1.07,0.1,241.32,4.45,0.0,0.42,12.28
2007-02-15 14:00:00,0.33,0.09,244.59,1.47,0.0,0.0,0.0
2007-02-15 15:00:00,0.32,0.08,243.62,1.43,0.0,0.0,0.0
2007-02-15 16:00:00,0.46,0.19,241.33,2.15,0.0,1.03,0.0
2007-02-15 17:00:00,0.42,0.05,240.1,2.0,0.0,0.0,0.0
2007-02-15 18:00:00,1.78,0.11,235.99,7.65,0.0,6.98,5.85
2007-02-15 19:00:00,4.11,0.33,235.85,17.5,0.0,18.27,17.07
2007-02-15 20:00:00,3.62,0.25,236.7,15.34,0.0,7.22,17.18
2007-02-15 21:00:00,2.96,0.05,237.12,12.49,0.0,0.6,17.23
2007-02-15 22:00:00,2.42,0.07,242.28,10.03,0.0,0.07,17.98
2007-02-15 23:00:00,1.66,0.17,244.02,6.88,0.0,1.1,18.23
2007-02-16 00:00:00,1.56,0.06,241.74,6.47,0.0,0.0,17.92
2007-02-16 01:00:00,0.83,0.06,243.84,3.6,0.0,0.0,5.82
2007-02-16 02:00:00,0.53,0.15,246.52,2.47,0.0,0.63,0.0
2007-02-16 03:00:00,0.5,0.11,246.45,2.35,0.0,0.47,0.0
2007-02-16 04:00:00,0.49,0.08,242.87,2.29,0.0,0.0,0.0
2007-02-16 05:00:00,0.58,0.04,241.87,2.64,0.0,0.0,0.7
2007-02-16 06:00:00,3.33,0.18,241.51,13.84,9.77,1.05,17.88
2007-02-16 07:00:00,2.42,0.08,242.68,9.97,9.37,0.0,1.17
2007-02-16 08:00:00,0.34,0.07,239.95,1.49,0.0,0.0,0.0
2007-02-16 09:00:00,0.34,0.11,238.36,1.59,0.0,0.35,0.0
2007-02-16 10:00:00,0.36,0.14,239.59,1.61,0.0,0.7,0.0
2007-02-16 11:00:00,0.99,0.06,238.59,4.17,0.0,0.0,11.27
2007-02-16 12:00:00,0.33,0.08,239.89,1.49,0.0,0.0,0.15
2007-02-16 13:00:00,0.36,0.15,239.95,1.7,0.0,0.83,0.0
2007-02-16 14:00:00,0.33,0.1,242.87,1.47,0.0,0.23,0.0
2007-02-16 15:00:00,0.33,0.09,243.51,1.49,0.0,0.0,0.0
2007-02-16 16:00:00,0.34,0.1,242.09,1.55,0.0,0.17,0.0
2007-02-16 17:00:00,0.41,0.18,241.18,1.91,0.0,0.93,0.0
2007-02-16 18:00:00,1.41,0.09,236.69,6.1,0.0,0.0,3.13
2007-02-16 19:00:00,3.13,0.11,235.34,13.25,0.0,0.7,16.98
2007-02-16 20:00:00,2.83,0.17,235.36,12.03,0.0,7.78,17.0
2007-02-16 21:00:00,2.8,0.16,237.42,11.73,0.0,0.35,17.28
2007-02-16 22:00:00,2.04,0.07,239.8,8.47,0.0,0.0,17.63
2007-02-16 23:00:00,1.81,0.09,241.63,7.45,0.0,0.12,17.88
2007-02-17 00:00:00,1.51,0.16,240.71,6.24,0.0,1.0,17.75
2007-02-17 01:00:00,1.12,0.06,240.71,4.62,0.0,0.0,13.95
2007-02-17 02:00:00,0.29,0.08,242.91,1.24,0.0,0.0,0.0
2007-02-17 03:00:00,0.32,0.14,242.07,1.49,0.0,0.73,0.0
2007-02-17 04:00:00,0.31,0.12,240.52,1.45,0.0,0.38,0.0
2007-02-17 05:00:00,0.48,0.05,240.46,2.01,0.0,0.0,0.0
2007-02-17 06:00:00,0.49,0.09,243.69,2.03,0.0,0.0,0.0
2007-02-17 07:00:00,0.97,0.18,243.36,4.18,0.0,1.12,0.0
2007-02-17 08:00:00,2.61,0.14,240.63,10.87,0.0,15.45,16.02
2007-02-17 09:00:00,2.07,0.09,239.07,8.69,0.0,11.43,17.52
2007-02-17 10:00:00,0.81,0.15,237.36,3.5,0.0,1.48,7.52
2007-02-17 11:00:00,0.29,0.07,237.51,1.27,0.0,0.15,0.0
2007-02-17 12:00:00,0.45,0.18,238.57,2.02,0.0,0.17,0.0
2007-02-17 13:00:00,2.27,0.37,239.15,9.68,9.03,1.33,12.38
2007-02-17 14:00:00,1.62,0.18,240.66,6.79,9.3,0.3,3.17
2007-02-17 15:00:00,1.8,0.37,238.44,7.75,0.0,0.15,11.37
2007-02-17 16:00:00,0.57,0.26,240.59,2.61,0.0,0.7,1.0
2007-02-17 17:00:00,0.44,0.19,239.31,2.03,0.0,0.83,0.0
2007-02-17 18:00:00,1.1,0.1,237.02,4.7,0.0,0.0,1.68
2007-02-17 19:00:00,2.69,0.28,234.9,11.46,0.0,0.07,16.93
2007-02-17 20:00:00,1.87,0.3,237.67,7.93,0.0,1.05,0.0
2007-02-17 21:00:00,2.75,0.24,236.29,11.69,11.08,0.0,0.0
2007-02-17 22:00:00,3.85,0.07,235.76,16.24,0.0,0.0,0.0
2007-02-17 23:00:00,3.94,0.11,236.2,16.62,0.0,0.75,0.0
2007-02-18 00:00:00,4.46,0.16,239.1,18.66,10.58,0.37,12.88
2007-02-18 01:00:00,3.89,0.1,239.22,16.22,10.52,0.0,14.97
2007-02-18 02:00:00,2.41,0.11,242.27,9.91,0.02,0.15,0.0
2007-02-18 03:00:00,1.38,0.19,242.88,5.8,0.0,0.93,0.0
2007-02-18 04:00:00,0.3,0.11,243.11,1.37,0.0,0.0,0.0
2007-02-18 05:00:00,0.84,0.1,242.5,3.63,0.0,0.0,0.0
2007-02-18 06:00:00,3.59,0.15,239.56,14.96,0.0,0.82,9.17
2007-02-18 07:00:00,2.42,0.11,239.91,10.05,0.0,0.27,0.15
2007-02-18 08:00:00,3.4,0.07,238.68,14.19,0.0,0.0,8.22
2007-02-18 09:00:00,3.42,0.1,238.25,14.29,0.0,0.32,17.4
2007-02-18 10:00:00,4.2,0.12,236.55,17.73,4.98,7.25,17.17
2007-02-18 11:00:00,2.46,0.1,239.1,10.31,11.18,0.0,17.52
2007-02-18 12:00:00,3.66,0.12,236.92,15.52,0.0,36.62,17.22
2007-02-18 13:00:00,3.34,0.28,238.66,14.25,0.0,24.63,17.45
2007-02-18 14:00:00,3.55,0.28,240.93,14.9,0.0,31.43,17.78
2007-02-18 15:00:00,1.65,0.13,240.72,6.88,0.0,1.53,17.73
2007-02-18 16:00:00,2.16,0.17,240.04,9.2,0.0,22.45,4.0
2007-02-18 17:00:00,2.14,0.32,235.91,9.28,9.32,1.45,11.6
2007-02-18 18:00:00,3.4,0.4,233.71,14.84,20.38,0.75,2.48
2007-02-18 19:00:00,3.95,0.29,236.16,16.83,18.65,0.15,12.77
2007-02-18 20:00:00,3.4,0.23,235.81,14.51,7.52,0.77,17.05
2007-02-18 21:00:00,2.63,0.18,236.74,11.18,8.63,1.18,3.27
2007-02-18 22:00:00,0.79,0.22,241.13,3.42,0.0,1.17,0.0
2007-02-18 23:00:00,0.39,0.22,242.24,1.82,0.0,1.15,0.0
2007-02-19 00:00:00,0.37,0.2,243.21,1.7,0.0,1.13,0.0
2007-02-19 01:00:00,0.84,0.13,240.81,3.57,0.0,0.52,8.42
2007-02-19 02:00:00,0.3,0.08,243.34,1.32,0.0,0.0,0.0
2007-02-19 03:00:00,0.35,0.15,243.02,1.62,0.0,0.63,0.0
2007-02-19 04:00:00,0.33,0.14,241.61,1.51,0.0,0.8,0.0
2007-02-19 05:00:00,0.31,0.09,240.63,1.38,0.0,0.0,0.0
2007-02-19 06:00:00,1.39,0.08,242.72,5.82,0.0,0.05,10.65
2007-02-19 07:00:00,1.95,0.19,237.9,8.17,0.0,1.18,17.35
2007-02-19 08:00:00,1.62,0.12,237.87,6.78,0.0,0.0,17.35
2007-02-19 09:00:00,1.35,0.06,237.29,5.65,0.0,0.0,17.27
2007-02-19 10:00:00,1.43,0.13,236.08,6.01,0.0,0.8,17.08
2007-02-19 11:00:00,1.4,0.08,238.44,5.81,0.0,0.4,17.43
2007-02-19 12:00:00,1.81,0.11,238.91,7.55,0.0,0.0,17.48
2007-02-19 13:00:00,0.99,0.09,240.62,4.13,0.0,0.17,11.2
2007-02-19 14:00:00,0.35,0.19,243.1,1.59,0.0,1.07,0.0
2007-02-19 15:00:00,0.3,0.1,244.42,1.28,0.0,0.0,0.0
2007-02-19 16:00:00,0.33,0.07,243.95,1.44,0.0,0.0,0.0
2007-02-19 17:00:00,0.58,0.13,241.48,2.46,0.0,0.68,1.65
2007-02-19 18:00:00,3.41,0.13,233.79,14.6,0.0,10.77,16.78
2007-02-19 19:00:00,4.26,0.22,231.19,18.52,7.88,9.0,16.42
2007-02-19 20:00:00,3.97,0.19,234.5,17.0,0.22,19.22,16.87
2007-02-19 21:00:00,3.66,0.07,236.93,15.48,14.58,1.25,17.22
2007-02-19 22:00:00,2.64,0.02,240.29,10.97,4.55,0.17,14.92
2007-02-19 23:00:00,2.5,0.17,242.84,10.28,0.0,0.5,0.0
2007-02-20 00:00:00,2.49,0.16,241.68,10.25,0.0,1.02,0.0
2007-02-20 01:00:00,2.4,0.07,241.07,9.86,0.0,0.17,0.0
2007-02-20 02:00:00,2.44,0.06,242.91,10.0,0.0,0.17,0.0
2007-02-20 03:00:00,2.85,0.18,240.67,11.77,0.0,1.3,6.18
2007-02-20 04:00:00,2.67,0.04,239.34,11.08,0.0,0.0,5.48
2007-02-20 05:00:00,2.36,0.07,239.4,9.8,0.0,0.0,0.0
2007-02-20 06:00:00,2.86,0.13,240.74,11.86,0.0,0.7,1.58
2007-02-20 07:00:00,4.42,0.1,236.78,18.61,0.0,0.38,17.2
2007-02-20 08:00:00,3.48,0.07,237.5,14.6,0.0,0.0,17.28
2007-02-20 09:00:00,2.67,0.08,237.15,11.22,0.0,0.22,16.92
2007-02-20 10:00:00,1.77,0.17,238.1,7.41,0.0,0.87,17.38
2007-02-20 11:00:00,1.69,0.06,240.79,6.95,0.0,0.0,17.77
2007-02-20 12:00:00,1.64,0.16,241.58,6.85,0.02,0.0,17.87
2007-02-20 13:00:00,1.95,0.17,238.76,8.17,8.37,0.97,17.48
2007-02-20 14:00:00,1.56,0.08,241.47,6.51,9.68,0.13,10.68
2007-02-20 15:00:00,0.38,0.13,243.09,1.73,0.0,0.0,0.0
2007-02-20 16:00:00,0.43,0.14,242.9,1.96,0.0,0.68,0.0
2007-02-20 17:00:00,0.43,0.13,242.04,1.93,0.0,0.0,0.0
2007-02-20 18:00:00,1.0,0.14,238.05,4.27,0.0,1.93,0.0
2007-02-20 19:00:00,2.03,0.2,236.2,8.61,0.0,8.8,0.0
2007-02-20 20:00:00,4.4,0.19,235.15,18.82,0.37,30.13,14.25
2007-02-20 21:00:00,2.8,0.25,237.22,11.99,7.57,11.67,1.8
2007-02-20 22:00:00,1.99,0.16,241.36,8.31,8.3,2.48,0.0
2007-02-20 23:00:00,1.79,0.19,242.84,7.51,0.0,24.9,0.0
2007-02-21 00:00:00,0.32,0.1,243.7,1.41,0.0,0.62,0.0
2007-02-21 01:00:00,0.3,0.09,240.76,1.32,0.0,0.5,0.0
2007-02-21 02:00:00,0.94,0.09,243.34,3.87,0.0,0.7,10.53
2007-02-21 03:00:00,0.31,0.1,243.35,1.39,0.0,0.17,0.0
2007-02-21 04:00:00,0.31,0.11,241.84,1.39,0.0,0.82,0.0
2007-02-21 05:00:00,0.28,0.06,240.69,1.19,0.0,0.17,0.0
2007-02-21 06:00:00,0.62,0.13,240.82,2.74,0.0,0.78,1.38
2007-02-21 07:00:00,2.1,0.07,238.82,8.76,0.0,0.03,17.48
2007-02-21 08:00:00,1.43,0.09,238.48,5.92,0.0,0.18,17.43
2007-02-21 09:00:00,1.34,0.09,237.85,5.57,0.0,0.42,17.35
2007-02-21 10:00:00,1.42,0.1,238.88,5.88,0.0,0.0,17.48
2007-02-21 11:00:00,0.7,0.1,239.53,2.92,0.0,0.6,4.83
2007-02-21 12:00:00,0.8,0.18,240.64,3.62,0.0,0.0,0.0
2007-02-21 13:00:00,0.44,0.15,242.36,1.95,0.0,0.6,0.0
2007-02-21 14:00:00,0.34,0.07,244.27,1.48,0.0,0.02,0.07
2007-02-21 15:00:00,1.7,0.12,242.28,7.0,0.0,0.15,18.02
2007-02-21 16:00:00,1.83,0.17,241.68,7.54,0.0,0.47,17.88
2007-02-21 17:00:00,2.04,0.12,239.91,8.5,5.95,0.22,17.63
2007-02-21 18:00:00,2.86,0.17,237.29,12.13,8.27,8.27,5.32
2007-02-21 19:00:00,3.02,0.24,236.76,12.87,0.0,10.93,0.0
2007-02-21 20:00:00,4.02,0.45,235.99,17.34,19.58,11.93,2.77
2007-02-21 21:00:00,2.11,0.09,237.92,8.97,10.32,0.62,9.0
2007-02-21 22:00:00,2.66,0.12,240.86,11.02,6.92,0.4,17.18
2007-02-21 23:00:00,2.68,0.15,243.05,11.02,7.75,0.28,18.1
2007-02-22 00:00:00,1.99,0.06,240.17,8.29,2.0,0.0,1.63
2007-02-22 01:00:00,2.35,0.09,238.8,9.76,0.0,0.58,0.0
2007-02-22 02:00:00,2.35,0.05,240.73,9.66,0.0,0.0,0.0
2007-02-22 03:00:00,2.37,0.11,240.06,9.82,0.0,0.6,0.0
2007-02-22 04:00:00,2.3,0.07,239.06,9.56,0.0,0.0,0.0
2007-02-22 05:00:00,2.35,0.12,239.05,9.77,0.0,0.25,0.0
2007-02-22 06:00:00,3.55,0.06,238.87,14.85,0.0,0.33,11.27
2007-02-22 07:00:00,3.96,0.06,236.4,16.72,0.0,0.0,17.13
2007-02-22 08:00:00,3.51,0.1,238.39,14.65,0.0,0.58,17.43
2007-02-22 09:00:00,1.64,0.06,239.1,6.78,0.0,0.0,17.52
2007-02-22 10:00:00,1.46,0.1,238.49,6.08,0.0,0.45,17.43
2007-02-22 11:00:00,1.53,0.05,238.98,6.3,0.0,0.13,17.52
2007-02-22 12:00:00,1.68,0.1,239.75,6.97,0.0,0.0,17.13
2007-02-22 13:00:00,0.34,0.11,241.26,1.47,0.0,0.6,0.0
2007-02-22 14:00:00,0.61,0.07,241.28,2.54,0.0,0.0,0.0
2007-02-22 15:00:00,0.49,0.13,242.41,2.09,0.0,0.6,0.0
2007-02-22 16:00:00,0.71,0.06,243.47,2.93,0.0,0.0,0.0
2007-02-22 17:00:00,0.7,0.08,241.74,2.88,0.0,0.2,0.0
2007-02-22 18:00:00,1.61,0.17,235.9,6.86,0.0,0.4,3.25
2007-02-22 19:00:00,4.49,0.21,231.92,19.38,0.0,6.67,16.52
2007-02-22 20:00:00,3.46,0.16,234.5,14.77,0.18,1.4,16.88
2007-02-22 21:00:00,6.36,0.09,230.44,27.7,11.48,32.73,16.32
2007-02-22 22:00:00,3.53,0.1,236.26,14.9,9.82,1.45,17.1
2007-02-22 23:00:00,2.96,0.1,239.82,12.4,0.0,22.43,17.62
2007-02-23 00:00:00,1.02,0.11,240.32,4.19,0.0,1.23,11.27
2007-02-23 01:00:00,0.3,0.06,240.37,1.24,0.0,0.17,0.0
2007-02-23 02:00:00,0.31,0.1,242.69,1.37,0.0,0.83,0.0
2007-02-23 03:00:00,0.28,0.06,242.38,1.18,0.0,0.17,0.0
2007-02-23 04:00:00,0.32,0.11,240.97,1.45,0.0,0.77,0.0
2007-02-23 05:00:00,0.26,0.04,240.37,1.13,0.0,0.22,0.0
2007-02-23 06:00:00,0.29,0.06,241.39,1.23,0.0,0.32,0.0
2007-02-23 07:00:00,2.34,0.12,236.94,9.95,0.0,0.48,9.08
2007-02-23 08:00:00,2.01,0.16,237.67,8.47,0.0,0.0,17.32
2007-02-23 09:00:00,1.67,0.26,239.86,7.01,0.0,0.6,17.63
2007-02-23 10:00:00,1.52,0.17,239.84,6.38,0.0,0.0,16.75
2007-02-23 11:00:00,1.26,0.16,240.36,5.34,0.0,0.6,11.73
2007-02-23 12:00:00,1.45,0.09,241.42,5.96,0.0,0.0,17.85
2007-02-23 13:00:00,1.52,0.08,240.65,6.24,0.0,0.13,17.75
2007-02-23 14:00:00,1.4,0.11,240.56,5.82,0.0,0.47,17.73
2007-02-23 15:00:00,1.4,0.09,242.61,5.73,0.0,0.0,18.02
2007-02-23 16:00:00,1.39,0.1,241.02,5.75,0.0,0.6,17.8
2007-02-23 17:00:00,0.72,0.07,241.94,2.97,0.0,0.0,6.83
2007-02-23 18:00:00,0.34,0.13,241.49,1.54,0.0,0.52,0.0
2007-02-23 19:00:00,0.28,0.05,239.0,1.2,0.0,0.08,0.0
2007-02-23 20:00:00,0.31,0.07,239.0,1.32,0.0,0.05,0.0
2007-02-23 21:00:00,0.33,0.11,239.76,1.44,0.0,0.55,0.0
2007-02-23 22:00:00,0.34,0.06,242.29,1.46,0.0,0.0,0.0
2007-02-23 23:00:00,0.84,0.13,243.58,3.45,0.0,0.6,0.0
2007-02-24 00:00:00,0.38,0.06,241.32,1.59,0.0,0.0,0.0
2007-02-24 01:00:00,0.3,0.11,240.88,1.32,0.0,0.43,0.0
2007-02-24 02:00:00,0.28,0.09,242.27,1.19,0.0,0.17,0.0
2007-02-24 03:00:00,1.14,0.06,241.05,4.65,0.0,0.0,14.52
2007-02-24 04:00:00,0.39,0.14,242.0,1.7,0.0,0.6,1.22
2007-02-24 05:00:00,0.26,0.06,241.48,1.09,0.0,0.0,0.0
2007-02-24 06:00:00,0.31,0.12,242.54,1.35,0.0,0.62,0.0
2007-02-24 07:00:00,0.51,0.09,241.13,2.13,0.0,0.0,2.0
2007-02-24 08:00:00,2.02,0.08,239.78,8.4,0.0,0.33,17.63
2007-02-24 09:00:00,1.79,0.08,240.34,7.39,0.0,0.28,14.25
2007-02-24 10:00:00,0.29,0.1,239.61,1.28,0.0,0.0,0.0
2007-02-24 11:00:00,0.29,0.1,239.57,1.24,0.0,0.6,0.0
2007-02-24 12:00:00,0.26,0.06,239.8,1.1,0.0,0.0,0.0
2007-02-24 13:00:00,0.31,0.13,240.84,1.36,0.0,0.62,0.0
2007-02-24 14:00:00,0.26,0.06,241.05,1.09,0.0,0.0,0.0
2007-02-24 15:00:00,0.28,0.08,240.19,1.21,0.0,0.22,0.0
2007-02-24 16:00:00,0.29,0.09,239.54,1.22,0.0,0.38,0.0
2007-02-24 17:00:00,0.72,0.06,239.07,3.02,0.0,0.0,7.55
2007-02-24 18:00:00,0.44,0.11,234.98,1.89,0.0,0.6,2.2
2007-02-24 19:00:00,0.25,0.04,235.1,1.03,0.0,0.0,0.0
2007-02-24 20:00:00,0.28,0.08,237.34,1.2,0.0,0.48,0.0
2007-02-24 21:00:00,0.29,0.1,237.42,1.29,0.0,0.12,0.0
2007-02-24 22:00:00,0.25,0.04,237.87,1.02,0.0,0.0,0.0
2007-02-24 23:00:00,0.3,0.11,241.55,1.29,0.0,0.6,0.0
2007-02-25 00:00:00,0.28,0.08,241.78,1.17,0.0,0.0,0.0
2007-02-25 01:00:00,0.29,0.11,239.54,1.26,0.0,0.6,0.0
2007-02-25 02:00:00,0.27,0.06,241.78,1.09,0.0,0.0,0.0
2007-02-25 03:00:00,0.74,0.07,240.28,3.07,0.0,0.1,7.78
2007-02-25 04:00:00,0.58,0.09,240.65,2.42,0.0,0.5,4.92
2007-02-25 05:00:00,0.27,0.07,241.36,1.14,0.0,0.0,0.0
2007-02-25 06:00:00,0.3,0.11,241.65,1.31,0.0,0.6,0.0
2007-02-25 07:00:00,0.25,0.04,241.03,1.01,0.0,0.0,0.0
2007-02-25 08:00:00,0.29,0.09,241.65,1.23,0.0,0.17,0.0
2007-02-25 09:00:00,0.3,0.11,240.97,1.27,0.0,0.42,0.0
2007-02-25 10:00:00,0.25,0.04,241.82,1.06,0.0,0.0,0.0
2007-02-25 11:00:00,0.31,0.13,244.71,1.4,0.0,0.6,0.0
2007-02-25 12:00:00,0.26,0.06,243.01,1.09,0.0,0.0,0.0
2007-02-25 13:00:00,0.27,0.07,243.31,1.14,0.0,0.18,0.0
2007-02-25 14:00:00,1.2,0.11,241.54,4.96,0.0,0.4,14.97
2007-02-25 15:00:00,0.27,0.06,243.3,1.12,0.0,0.0,0.0
2007-02-25 16:00:00,0.29,0.1,241.48,1.25,0.0,0.58,0.0
2007-02-25 17:00:00,0.26,0.06,240.6,1.11,0.0,0.0,0.0
2007-02-25 18:00:00,0.27,0.07,239.49,1.15,0.0,0.18,0.0
2007-02-25 19:00:00,0.28,0.09,240.37,1.2,0.0,0.4,0.0
2007-02-25 20:00:00,0.27,0.06,242.37,1.13,0.0,0.0,0.0
2007-02-25 21:00:00,0.3,0.11,241.43,1.31,0.0,0.58,0.0
2007-02-25 22:00:00,0.25,0.05,242.28,1.01,0.0,0.0,0.0
2007-02-25 23:00:00,0.28,0.08,243.94,1.21,0.0,0.17,0.0
2007-02-26 00:00:00,0.54,0.1,242.33,2.31,0.0,0.4,3.97
2007-02-26 01:00:00,0.95,0.05,239.78,3.9,0.0,0.0,11.52
2007-02-26 02:00:00,0.3,0.1,242.06,1.25,0.0,0.58,0.0
2007-02-26 03:00:00,0.27,0.06,241.1,1.11,0.0,0.0,0.0
2007-02-26 04:00:00,0.26,0.05,240.22,1.07,0.0,0.13,0.0
2007-02-26 05:00:00,0.28,0.08,239.64,1.2,0.0,0.43,0.0
2007-02-26 06:00:00,0.28,0.09,241.52,1.2,0.0,0.0,0.0
2007-02-26 07:00:00,0.29,0.1,241.57,1.25,0.0,0.57,0.0
2007-02-26 08:00:00,0.25,0.04,239.27,1.01,0.0,0.0,0.0
2007-02-26 09:00:00,0.28,0.07,238.04,1.19,0.0,0.08,0.0
2007-02-26 10:00:00,0.28,0.08,238.09,1.17,0.0,0.48,0.0
2007-02-26 11:00:00,0.77,0.05,240.63,3.18,0.0,0.0,8.47
2007-02-26 12:00:00,0.76,0.12,243.26,3.21,0.0,0.58,7.43
2007-02-26 13:00:00,0.26,0.06,244.53,1.13,0.0,0.0,0.0
2007-02-26 14:00:00,0.26,0.05,244.9,1.16,0.0,0.03,0.0
2007-02-26 15:00:00,0.3,0.12,243.82,1.34,0.0,0.53,0.0
2007-02-26 16:00:00,0.27,0.07,242.22,1.13,0.0,0.0,0.0
2007-02-26 17:00:00,0.29,0.1,243.07,1.25,0.0,0.57,0.0
2007-02-26 18:00:00,0.26,0.06,242.1,1.09,0.0,0.0,0.0
2007-02-26 19:00:00,0.26,0.05,238.6,1.11,0.0,0.0,0.0
2007-02-26 20:00:00,0.28,0.08,238.5,1.19,0.0,0.57,0.0
2007-02-26 21:00:00,0.27,0.06,240.13,1.11,0.0,0.0,0.0
2007-02-26 22:00:00,0.91,0.11,240.91,3.74,0.0,0.55,10.03
2007-02-26 23:00:00,0.6,0.05,244.28,2.53,0.0,0.0,5.75
2007-02-27 00:00:00,0.26,0.05,242.22,1.08,0.0,0.0,0.0
2007-02-27 01:00:00,0.31,0.13,241.75,1.37,0.0,0.57,0.0
2007-02-27 02:00:00,0.26,0.05,242.31,1.06,0.0,0.0,0.0
2007-02-27 03:00:00,0.29,0.09,242.18,1.23,0.0,0.57,0.0
2007-02-27 04:00:00,0.28,0.07,241.11,1.18,0.0,0.0,0.0
2007-02-27 05:00:00,0.25,0.04,240.64,1.02,0.0,0.0,0.0
2007-02-27 06:00:00,0.29,0.1,242.03,1.26,0.0,0.55,0.0
2007-02-27 07:00:00,0.28,0.07,241.15,1.2,0.0,0.0,0.0
2007-02-27 08:00:00,0.28,0.09,240.13,1.23,0.0,0.48,0.0
2007-02-27 09:00:00,1.11,0.05,240.79,4.54,0.0,0.08,14.22
2007-02-27 10:00:00,0.38,0.07,244.14,1.6,0.0,0.0,1.68
2007-02-27 11:00:00,0.3,0.11,243.25,1.3,0.0,0.57,0.0
2007-02-27 12:00:00,0.27,0.06,245.59,1.15,0.0,0.0,0.0
